"Event Time","Exit Event ID","POS Transaction ID","EPC","Site Code","Read Point","Last Read Time","Product Code","Color","Size","Manuf","Article","Ref Number","Style","att1","att2"
"2022-08-18T12:00:00Z","Event ID 8","POS Transaction ID 1","EPC 5","SiteCode13","READ POINT 4","2022-11-13T22:04:11Z","Product 1","Pink","XXXL","Madame","Artical4","Ref6","Style5","check2","att3"
"2021-05-29T03:50:16Z","Event ID 1","POS Transaction ID 6","EPC 1","SiteCode8","READ POINT 4","2022-11-16T11:27:33Z","Product 5","White","L","Bata","Artical4","Ref1","Style6","check1","atts"
"2023-05-07T00:26:44Z","Event ID 5","POS Transaction ID 6","EPC 3","SiteCode5","READ POINT 5","2022-09-12T13:45:58Z","Product 2","Red","L","Madame","Article3","Ref1","Style2","check1","att4"
"2021-01-19T00:32:07Z","Event ID 8","POS Transaction ID 1","EPC 3","SiteCode1","READ POINT 5","2022-09-24T07:46:44Z","Product 1","Yellow","XL","Puma","Article2","Ref3","Style4","check2","att4"
"2020-07-26T10:25:20Z","Event ID 4","POS Transaction ID 4","EPC 4","SiteCode8","READ POINT 5","2022-11-11T11:18:33Z","Product 2","Pink","M","Puma","Article5","Ref3","Style4","check2","att4"
"2022-12-30T11:14:10Z","Event ID 5","POS Transaction ID 2","EPC 2","SiteCode8","READ POINT 5","2022-09-25T17:28:13Z","Product 4","Orange","XXL","Adidas","Article8","Ref3","Style2","check3","att2"
"2022-01-08T09:04:46Z","Event ID 4","POS Transaction ID 6","EPC 5","SiteCode11","READ POINT 1","2022-06-25T18:55:49Z","Product 1","Red","L","Bata","Article1","Ref7","Style3","check3","atts"
"2020-09-08T20:07:21Z","Event ID 9","POS Transaction ID 5","EPC 3","SiteCode7","READ POINT 1","2022-08-12T01:49:08Z","Product 1","Orange","L","Puma","Article2","Ref1","Style2","check2","att4"
"2020-08-24T16:42:03Z","Event ID 1","POS Transaction ID 5","EPC 1","SiteCode8","READ POINT 1","2023-03-17T20:20:42Z","Product 3","Yellow","M","Bata","Article5","Ref1","Style5","check3","att4"
"2020-10-14T02:54:01Z","Event ID 1","POS Transaction ID 5","EPC 3","SiteCode15","READ POINT 2","2023-04-27T09:27:21Z","Product 3","Orange","XXXL","Bata","Article8","Ref7","Style6","check1","atts"
"2021-04-07T06:25:01Z","Event ID 9","POS Transaction ID 1","EPC 4","SiteCode10","READ POINT 5","2022-08-20T03:47:18Z","Product 5","Yellow","XXS","Puma","Article3","Ref3","Style8","check1","att2"
"2021-06-19T12:53:54Z","Event ID 9","POS Transaction ID 5","EPC 1","SiteCode14","READ POINT 4","2022-11-01T04:13:16Z","Product 5","Red","XXXL","Nike","Article6","Ref5","Style7","check2","att4"
"2022-10-01T20:21:27Z","Event ID 1","POS Transaction ID 4","EPC 3","SiteCode7","READ POINT 2","2022-08-17T10:43:40Z","Product 3","Orange","L","Puma","Artical4","Ref4","Style7","check2","att2"
"2022-07-14T18:36:55Z","Event ID 1","POS Transaction ID 3","EPC 5","SiteCode12","READ POINT 1","2022-06-14T07:10:39Z","Product 5","Blue","XS","Madame","Article5","Ref7","Style7","check3","att4"
"2021-11-01T16:29:43Z","Event ID 1","POS Transaction ID 4","EPC 1","SiteCode3","READ POINT 3","2022-12-19T03:50:45Z","Product 5","Orange","M","Adidas","Article7","Ref3","Style5","check2","att2"
"2021-06-06T22:29:19Z","Event ID 2","POS Transaction ID 5","EPC 1","SiteCode6","READ POINT 4","2022-10-13T03:30:54Z","Product 3","Yellow","XL","Lee Cooper","Article6","Ref5","Style1","check2","atts"
"2020-07-24T20:12:52Z","Event ID 3","POS Transaction ID 5","EPC 2","SiteCode14","READ POINT 3","2022-08-05T01:08:35Z","Product 3","Orange","XL","Bata","Article1","Ref7","Style5","check1","atts"
"2022-01-30T16:26:22Z","Event ID 7","POS Transaction ID 2","EPC 3","SiteCode14","READ POINT 5","2022-09-13T22:08:40Z","Product 3","Orange","XS","Adidas","Article5","Ref8","Style2","check2","att3"
"2021-01-08T14:27:21Z","Event ID 5","POS Transaction ID 6","EPC 3","SiteCode8","READ POINT 2","2022-09-02T11:55:07Z","Product 3","Red","XXS","Lee Cooper","Article3","Ref1","Style3","check1","att3"
"2020-08-30T23:44:25Z","Event ID 7","POS Transaction ID 4","EPC 5","SiteCode9","READ POINT 4","2022-09-16T23:06:40Z","Product 2","Pink","XXL","Zara","Article5","Ref6","Style5","check2","atts"
"2020-07-29T04:44:29Z","Event ID 6","POS Transaction ID 5","EPC 2","SiteCode14","READ POINT 5","2023-01-16T00:57:34Z","Product 2","Pink","L","Bata","Artical4","Ref1","Style7","check1","att2"
"2020-10-28T16:23:21Z","Event ID 3","POS Transaction ID 3","EPC 4","SiteCode13","READ POINT 4","2022-09-30T10:57:16Z","Product 3","Pink","XS","Zara","Artical4","Ref8","Style4","check3","att4"
"2020-09-13T22:06:55Z","Event ID 4","POS Transaction ID 3","EPC 4","SiteCode9","READ POINT 5","2022-09-10T02:48:24Z","Product 4","Pink","XS","Adidas","Article8","Ref7","Style5","check3","atts"
"2022-03-05T14:26:36Z","Event ID 6","POS Transaction ID 5","EPC 1","SiteCode3","READ POINT 3","2022-08-12T10:58:18Z","Product 4","Blue","XXL","Puma","Article7","Ref2","Style6","check2","att3"
"2021-12-05T08:42:38Z","Event ID 5","POS Transaction ID 2","EPC 2","SiteCode4","READ POINT 5","2022-11-16T06:26:23Z","Product 2","Yellow","S","Lee Cooper","Article1","Ref4","Style5","check1","att2"
"2021-05-02T03:58:14Z","Event ID 5","POS Transaction ID 2","EPC 3","SiteCode13","READ POINT 4","2023-02-20T00:53:03Z","Product 4","Red","XXL","Lee Cooper","Article2","Ref8","Style5","check1","att3"
"2021-12-22T13:02:05Z","Event ID 6","POS Transaction ID 1","EPC 3","SiteCode1","READ POINT 2","2022-09-09T13:44:20Z","Product 4","Blue","XL","Bata","Artical4","Ref1","Style1","check1","atts"
"2020-12-24T01:03:35Z","Event ID 1","POS Transaction ID 5","EPC 2","SiteCode7","READ POINT 4","2022-06-06T18:35:33Z","Product 1","White","XS","Adidas","Article1","Ref8","Style6","check2","atts"
"2022-03-11T02:50:33Z","Event ID 1","POS Transaction ID 2","EPC 3","SiteCode15","READ POINT 4","2023-03-28T04:12:56Z","Product 1","Green","S","Puma","Article7","Ref4","Style5","check2","atts"
"2021-03-18T20:45:29Z","Event ID 3","POS Transaction ID 3","EPC 5","SiteCode5","READ POINT 5","2022-11-10T16:29:30Z","Product 5","Yellow","XS","Nike","Article5","Ref3","Style3","check2","att4"
"2021-06-28T21:53:43Z","Event ID 2","POS Transaction ID 2","EPC 4","SiteCode14","READ POINT 2","2022-10-04T07:20:34Z","Product 1","Blue","XXXL","Zara","Article1","Ref8","Style3","check1","att2"
"2022-02-07T00:58:41Z","Event ID 4","POS Transaction ID 6","EPC 3","SiteCode2","READ POINT 2","2022-07-29T07:13:58Z","Product 3","Orange","L","Puma","Article8","Ref4","Style8","check3","atts"
"2020-07-04T22:12:48Z","Event ID 2","POS Transaction ID 3","EPC 1","SiteCode12","READ POINT 2","2023-06-11T17:27:54Z","Product 3","Black","XL","Nike","Article1","Ref4","Style6","check2","att3"
"2023-05-12T14:44:33Z","Event ID 2","POS Transaction ID 4","EPC 5","SiteCode5","READ POINT 3","2022-06-03T10:12:15Z","Product 1","Orange","XXXL","Lee Cooper","Article3","Ref5","Style6","check1","att2"
"2022-06-25T04:39:31Z","Event ID 3","POS Transaction ID 6","EPC 1","SiteCode15","READ POINT 4","2023-05-16T11:13:57Z","Product 1","Red","M","Bata","Article1","Ref8","Style5","check2","att4"
"2022-01-09T11:01:07Z","Event ID 1","POS Transaction ID 1","EPC 4","SiteCode11","READ POINT 3","2022-11-16T19:59:55Z","Product 4","Blue","XL","Zara","Article3","Ref7","Style3","check3","atts"
"2022-12-15T11:10:11Z","Event ID 4","POS Transaction ID 2","EPC 5","SiteCode14","READ POINT 1","2023-03-27T14:46:58Z","Product 5","Pink","L","Lee Cooper","Article7","Ref5","Style4","check3","att2"
"2022-01-31T07:00:55Z","Event ID 6","POS Transaction ID 6","EPC 1","SiteCode1","READ POINT 1","2023-06-14T14:12:35Z","Product 4","White","XXS","Puma","Article3","Ref7","Style2","check2","att2"
"2021-04-08T15:35:15Z","Event ID 4","POS Transaction ID 4","EPC 3","SiteCode3","READ POINT 3","2022-09-26T18:17:44Z","Product 4","Black","XS","Adidas","Article3","Ref6","Style1","check2","atts"
"2021-12-16T04:02:14Z","Event ID 9","POS Transaction ID 4","EPC 1","SiteCode4","READ POINT 2","2022-06-09T03:29:10Z","Product 2","Green","XL","Puma","Article2","Ref3","Style4","check3","atts"
"2022-03-21T19:51:03Z","Event ID 1","POS Transaction ID 1","EPC 1","SiteCode14","READ POINT 4","2023-05-29T23:08:11Z","Product 3","Blue","XS","Puma","Artical4","Ref2","Style2","check2","att3"
"2023-05-07T11:37:06Z","Event ID 3","POS Transaction ID 4","EPC 5","SiteCode11","READ POINT 3","2022-06-23T09:08:23Z","Product 2","White","XXXL","Adidas","Article7","Ref4","Style2","check1","att2"
"2021-07-19T12:06:14Z","Event ID 4","POS Transaction ID 2","EPC 1","SiteCode13","READ POINT 5","2022-11-07T06:45:13Z","Product 3","White","S","Nike","Article2","Ref3","Style3","check3","atts"
"2023-05-16T11:02:29Z","Event ID 1","POS Transaction ID 1","EPC 2","SiteCode14","READ POINT 4","2022-09-12T07:34:34Z","Product 3","Green","L","Lee Cooper","Article1","Ref1","Style2","check3","att2"
"2020-07-02T23:02:43Z","Event ID 9","POS Transaction ID 4","EPC 3","SiteCode3","READ POINT 1","2023-06-14T05:52:26Z","Product 2","Orange","XXS","Nike","Article5","Ref2","Style7","check1","att4"
"2020-06-07T07:12:42Z","Event ID 1","POS Transaction ID 2","EPC 1","SiteCode1","READ POINT 2","2023-01-15T01:35:46Z","Product 5","Red","M","Lee Cooper","Article5","Ref8","Style4","check2","att4"
"2022-05-04T05:34:23Z","Event ID 2","POS Transaction ID 4","EPC 1","SiteCode10","READ POINT 2","2022-12-14T03:14:41Z","Product 1","Blue","XXS","Nike","Article1","Ref5","Style4","check3","att4"
"2022-09-12T23:03:17Z","Event ID 9","POS Transaction ID 2","EPC 3","SiteCode4","READ POINT 2","2022-11-15T23:28:07Z","Product 4","Green","XXS","Zara","Article5","Ref4","Style2","check3","atts"
"2022-11-29T13:39:06Z","Event ID 3","POS Transaction ID 3","EPC 2","SiteCode7","READ POINT 5","2022-08-22T04:07:06Z","Product 5","Pink","XL","Madame","Article7","Ref4","Style2","check1","att2"
"2022-11-07T09:10:04Z","Event ID 2","POS Transaction ID 3","EPC 5","SiteCode9","READ POINT 2","2022-06-17T06:45:23Z","Product 5","Blue","L","Adidas","Article7","Ref3","Style2","check2","att4"
"2022-05-06T15:25:00Z","Event ID 3","POS Transaction ID 4","EPC 3","SiteCode14","READ POINT 5","2023-01-12T00:24:53Z","Product 5","Pink","XXL","Lee Cooper","Article7","Ref7","Style1","check3","att4"
"2021-11-13T19:42:44Z","Event ID 8","POS Transaction ID 6","EPC 2","SiteCode6","READ POINT 3","2022-09-16T23:14:29Z","Product 3","White","XXXL","Nike","Article6","Ref2","Style7","check3","atts"
"2023-03-09T09:25:21Z","Event ID 7","POS Transaction ID 2","EPC 5","SiteCode5","READ POINT 3","2022-09-26T02:28:26Z","Product 4","White","L","Madame","Article6","Ref4","Style5","check2","atts"
"2020-08-12T02:20:15Z","Event ID 4","POS Transaction ID 2","EPC 5","SiteCode8","READ POINT 3","2022-10-21T21:54:19Z","Product 1","Pink","S","Bata","Article3","Ref2","Style1","check3","atts"
"2021-11-23T03:00:59Z","Event ID 6","POS Transaction ID 6","EPC 2","SiteCode8","READ POINT 3","2022-12-01T04:17:45Z","Product 3","White","XL","Puma","Article1","Ref3","Style2","check1","atts"
"2020-07-06T12:01:10Z","Event ID 8","POS Transaction ID 3","EPC 2","SiteCode6","READ POINT 4","2023-01-17T14:52:54Z","Product 5","Pink","XXXL","Lee Cooper","Article2","Ref8","Style1","check3","att3"
"2020-12-04T16:34:04Z","Event ID 5","POS Transaction ID 1","EPC 3","SiteCode7","READ POINT 2","2022-09-24T04:18:12Z","Product 2","Yellow","XXL","Puma","Article2","Ref4","Style7","check3","atts"
"2022-05-01T13:03:42Z","Event ID 6","POS Transaction ID 4","EPC 4","SiteCode2","READ POINT 5","2022-06-05T04:20:18Z","Product 2","Pink","XL","Lee Cooper","Article7","Ref8","Style7","check3","atts"
"2023-04-17T19:59:11Z","Event ID 4","POS Transaction ID 3","EPC 4","SiteCode10","READ POINT 5","2023-03-29T04:19:08Z","Product 2","Black","XXL","Bata","Artical4","Ref7","Style5","check3","att3"
"2020-09-20T05:51:39Z","Event ID 6","POS Transaction ID 6","EPC 5","SiteCode2","READ POINT 2","2023-06-23T17:52:52Z","Product 5","White","XXL","Nike","Article3","Ref6","Style8","check2","att3"
"2021-06-05T00:55:37Z","Event ID 9","POS Transaction ID 6","EPC 4","SiteCode5","READ POINT 1","2022-07-09T17:04:33Z","Product 2","Pink","XXL","Bata","Article2","Ref1","Style2","check1","att3"
"2021-10-16T09:14:37Z","Event ID 3","POS Transaction ID 5","EPC 3","SiteCode6","READ POINT 2","2023-03-28T08:53:04Z","Product 3","Orange","L","Puma","Artical4","Ref7","Style8","check2","att3"
"2021-10-20T07:02:32Z","Event ID 5","POS Transaction ID 5","EPC 4","SiteCode12","READ POINT 4","2022-07-02T23:15:09Z","Product 4","Green","L","Madame","Article6","Ref3","Style3","check2","att3"
"2020-06-09T06:02:09Z","Event ID 8","POS Transaction ID 3","EPC 4","SiteCode12","READ POINT 1","2023-01-09T02:52:00Z","Product 2","Red","XL","Lee Cooper","Article7","Ref3","Style4","check1","att2"
"2022-10-03T14:03:22Z","Event ID 8","POS Transaction ID 1","EPC 1","SiteCode15","READ POINT 2","2023-04-11T11:07:11Z","Product 1","Orange","XXXL","Nike","Article6","Ref8","Style2","check3","att3"
"2022-03-09T02:53:18Z","Event ID 5","POS Transaction ID 3","EPC 2","SiteCode11","READ POINT 4","2023-04-27T15:28:37Z","Product 5","Green","M","Adidas","Article6","Ref6","Style4","check3","att4"
"2021-08-02T23:01:53Z","Event ID 3","POS Transaction ID 6","EPC 1","SiteCode5","READ POINT 2","2022-11-08T09:33:24Z","Product 3","White","XXL","Zara","Article8","Ref3","Style3","check1","att2"
"2022-09-03T22:47:21Z","Event ID 6","POS Transaction ID 4","EPC 5","SiteCode2","READ POINT 5","2022-09-13T11:41:46Z","Product 2","Black","XS","Puma","Article3","Ref2","Style8","check2","atts"
"2022-09-18T07:34:48Z","Event ID 8","POS Transaction ID 1","EPC 3","SiteCode7","READ POINT 3","2023-03-02T13:22:26Z","Product 4","Yellow","XXL","Adidas","Article8","Ref6","Style2","check3","att3"
"2021-08-30T23:39:15Z","Event ID 1","POS Transaction ID 2","EPC 5","SiteCode7","READ POINT 3","2023-03-03T13:06:02Z","Product 2","White","L","Madame","Article1","Ref2","Style2","check3","att2"
"2023-03-04T13:43:21Z","Event ID 6","POS Transaction ID 2","EPC 5","SiteCode4","READ POINT 4","2022-11-23T05:33:24Z","Product 3","White","XL","Nike","Article2","Ref1","Style6","check2","att2"
"2021-06-07T06:52:35Z","Event ID 3","POS Transaction ID 4","EPC 5","SiteCode7","READ POINT 2","2022-07-22T16:29:59Z","Product 3","Red","XS","Puma","Article7","Ref1","Style1","check3","atts"
"2021-12-03T00:13:17Z","Event ID 3","POS Transaction ID 4","EPC 1","SiteCode8","READ POINT 3","2023-06-07T20:02:17Z","Product 1","Black","XXL","Bata","Article2","Ref1","Style3","check3","att4"
"2022-10-28T05:44:20Z","Event ID 1","POS Transaction ID 2","EPC 5","SiteCode11","READ POINT 2","2022-08-05T21:16:57Z","Product 2","Green","XS","Bata","Article6","Ref8","Style2","check2","att4"
"2020-12-12T11:40:23Z","Event ID 1","POS Transaction ID 3","EPC 4","SiteCode6","READ POINT 1","2023-01-09T15:53:52Z","Product 1","Orange","XXS","Bata","Article8","Ref2","Style5","check2","att3"
"2022-02-27T17:39:33Z","Event ID 2","POS Transaction ID 4","EPC 4","SiteCode14","READ POINT 2","2022-07-13T06:48:26Z","Product 1","Black","XXL","Bata","Article3","Ref5","Style3","check1","att4"
"2022-07-28T01:34:55Z","Event ID 5","POS Transaction ID 4","EPC 5","SiteCode8","READ POINT 3","2022-12-21T02:43:59Z","Product 3","Red","XXXL","Madame","Article3","Ref6","Style8","check3","att3"
"2022-06-16T21:00:56Z","Event ID 2","POS Transaction ID 6","EPC 4","SiteCode1","READ POINT 4","2022-10-08T23:50:49Z","Product 2","Yellow","XL","Nike","Article8","Ref5","Style5","check3","att2"
"2020-08-24T04:40:08Z","Event ID 5","POS Transaction ID 2","EPC 3","SiteCode15","READ POINT 4","2023-03-23T16:48:25Z","Product 1","Black","XXS","Adidas","Article8","Ref5","Style6","check1","atts"
"2020-09-22T17:58:40Z","Event ID 5","POS Transaction ID 5","EPC 3","SiteCode10","READ POINT 1","2023-02-22T02:28:11Z","Product 2","Pink","XS","Adidas","Article8","Ref1","Style2","check1","atts"
"2022-09-23T16:41:01Z","Event ID 6","POS Transaction ID 5","EPC 3","SiteCode9","READ POINT 1","2022-11-14T21:46:16Z","Product 2","Red","L","Adidas","Artical4","Ref2","Style5","check3","att4"
"2023-04-26T18:41:54Z","Event ID 1","POS Transaction ID 3","EPC 3","SiteCode11","READ POINT 5","2022-06-17T05:05:10Z","Product 3","Red","M","Madame","Article3","Ref2","Style1","check2","att4"
"2023-03-09T19:36:34Z","Event ID 2","POS Transaction ID 3","EPC 2","SiteCode4","READ POINT 5","2022-06-25T22:15:54Z","Product 1","White","S","Zara","Article1","Ref5","Style6","check3","att4"
"2021-09-15T09:48:14Z","Event ID 9","POS Transaction ID 5","EPC 3","SiteCode13","READ POINT 2","2022-07-11T12:38:46Z","Product 4","Red","L","Puma","Article6","Ref6","Style5","check2","att2"
"2021-07-06T19:40:33Z","Event ID 9","POS Transaction ID 5","EPC 5","SiteCode5","READ POINT 4","2022-08-06T17:11:40Z","Product 2","Orange","XXXL","Puma","Article5","Ref6","Style5","check1","att2"
"2022-08-07T19:54:33Z","Event ID 7","POS Transaction ID 5","EPC 3","SiteCode7","READ POINT 4","2022-10-02T11:28:09Z","Product 1","Red","XXXL","Nike","Article1","Ref3","Style5","check2","atts"
"2021-08-27T11:23:20Z","Event ID 5","POS Transaction ID 1","EPC 2","SiteCode11","READ POINT 2","2022-07-20T02:34:14Z","Product 4","Green","S","Bata","Artical4","Ref8","Style5","check1","atts"
"2020-07-16T19:18:56Z","Event ID 2","POS Transaction ID 5","EPC 3","SiteCode5","READ POINT 1","2023-05-29T18:56:05Z","Product 1","Blue","L","Puma","Article3","Ref6","Style3","check2","atts"
"2021-11-14T04:13:44Z","Event ID 8","POS Transaction ID 6","EPC 4","SiteCode8","READ POINT 4","2023-04-17T16:33:57Z","Product 5","Yellow","XS","Adidas","Artical4","Ref3","Style3","check1","att3"
"2022-11-22T01:23:04Z","Event ID 7","POS Transaction ID 6","EPC 5","SiteCode12","READ POINT 1","2023-05-09T16:18:44Z","Product 5","Black","XS","Zara","Article2","Ref1","Style8","check1","att3"
"2023-04-16T17:16:11Z","Event ID 3","POS Transaction ID 1","EPC 4","SiteCode9","READ POINT 1","2022-06-30T03:54:36Z","Product 5","White","XXL","Bata","Artical4","Ref3","Style8","check3","atts"
"2020-12-30T13:38:34Z","Event ID 2","POS Transaction ID 3","EPC 4","SiteCode6","READ POINT 4","2023-04-26T15:40:21Z","Product 5","Black","S","Adidas","Artical4","Ref2","Style6","check1","att2"
"2022-11-05T06:41:55Z","Event ID 1","POS Transaction ID 1","EPC 4","SiteCode11","READ POINT 3","2022-06-18T00:50:15Z","Product 1","Pink","L","Nike","Article2","Ref3","Style5","check3","att2"
"2020-12-20T20:18:53Z","Event ID 2","POS Transaction ID 5","EPC 3","SiteCode8","READ POINT 5","2022-06-26T08:30:40Z","Product 5","Orange","XXS","Bata","Article8","Ref6","Style1","check2","att2"
"2023-03-13T03:44:14Z","Event ID 3","POS Transaction ID 5","EPC 4","SiteCode6","READ POINT 5","2023-02-23T20:11:54Z","Product 5","Blue","XS","Bata","Article3","Ref8","Style2","check3","atts"
"2020-12-27T02:09:32Z","Event ID 1","POS Transaction ID 5","EPC 3","SiteCode1","READ POINT 3","2022-07-30T22:50:48Z","Product 1","Pink","S","Madame","Article1","Ref5","Style1","check2","att3"
"2020-12-12T17:28:38Z","Event ID 4","POS Transaction ID 4","EPC 1","SiteCode1","READ POINT 4","2023-05-05T21:55:34Z","Product 1","Green","L","Nike","Article6","Ref1","Style3","check1","att4"
"2021-01-21T00:35:10Z","Event ID 2","POS Transaction ID 6","EPC 2","SiteCode14","READ POINT 2","2023-04-29T17:59:17Z","Product 1","Orange","XXXL","Puma","Article5","Ref3","Style8","check3","att4"
"2021-12-02T00:31:22Z","Event ID 7","POS Transaction ID 1","EPC 3","SiteCode1","READ POINT 1","2022-09-09T20:07:19Z","Product 4","Red","XS","Nike","Article2","Ref3","Style5","check3","att2"
"2020-09-12T10:09:53Z","Event ID 3","POS Transaction ID 6","EPC 1","SiteCode13","READ POINT 4","2022-06-04T23:23:40Z","Product 3","Black","S","Puma","Article1","Ref2","Style8","check2","att2"
"2020-12-12T21:14:14Z","Event ID 6","POS Transaction ID 4","EPC 2","SiteCode2","READ POINT 1","2022-12-24T04:45:03Z","Product 3","Yellow","M","Madame","Article6","Ref8","Style3","check3","atts"
"2022-02-03T06:42:48Z","Event ID 4","POS Transaction ID 1","EPC 5","SiteCode4","READ POINT 2","2022-12-09T10:11:11Z","Product 3","White","XS","Lee Cooper","Article1","Ref3","Style6","check2","att4"
"2023-05-17T21:27:27Z","Event ID 4","POS Transaction ID 3","EPC 2","SiteCode10","READ POINT 1","2022-06-06T06:37:54Z","Product 1","Orange","XXS","Nike","Article8","Ref6","Style7","check1","att3"
"2022-10-08T18:58:51Z","Event ID 4","POS Transaction ID 4","EPC 2","SiteCode3","READ POINT 5","2022-11-04T17:10:46Z","Product 2","Orange","L","Adidas","Article7","Ref1","Style5","check1","att3"
"2022-12-09T14:08:15Z","Event ID 8","POS Transaction ID 4","EPC 5","SiteCode6","READ POINT 2","2022-09-09T10:04:32Z","Product 4","Red","XS","Madame","Artical4","Ref7","Style2","check1","att3"
"2023-03-02T01:43:21Z","Event ID 9","POS Transaction ID 6","EPC 5","SiteCode6","READ POINT 4","2022-12-09T19:46:23Z","Product 4","Green","XXXL","Puma","Article8","Ref2","Style4","check3","atts"
"2021-10-11T07:47:33Z","Event ID 9","POS Transaction ID 5","EPC 2","SiteCode15","READ POINT 2","2022-07-12T23:00:23Z","Product 4","Orange","XS","Nike","Article1","Ref7","Style4","check3","att3"
"2022-02-21T11:38:00Z","Event ID 5","POS Transaction ID 2","EPC 4","SiteCode1","READ POINT 3","2022-12-26T17:05:48Z","Product 2","Green","M","Adidas","Article7","Ref4","Style7","check2","att4"
"2023-05-21T19:15:56Z","Event ID 6","POS Transaction ID 5","EPC 3","SiteCode1","READ POINT 1","2022-09-09T07:01:00Z","Product 1","Green","XXXL","Zara","Article8","Ref1","Style7","check2","att2"
"2021-01-19T23:47:21Z","Event ID 9","POS Transaction ID 2","EPC 4","SiteCode11","READ POINT 1","2022-12-01T13:18:59Z","Product 3","Orange","XXL","Puma","Article6","Ref7","Style2","check1","att2"
"2022-08-04T18:24:35Z","Event ID 3","POS Transaction ID 6","EPC 4","SiteCode10","READ POINT 5","2022-11-04T22:15:57Z","Product 3","Yellow","M","Zara","Artical4","Ref6","Style3","check3","atts"
"2021-11-16T21:58:51Z","Event ID 8","POS Transaction ID 2","EPC 2","SiteCode1","READ POINT 5","2023-05-30T01:20:06Z","Product 3","Yellow","XXS","Bata","Article1","Ref8","Style1","check3","att4"
"2022-05-10T22:46:11Z","Event ID 5","POS Transaction ID 1","EPC 5","SiteCode1","READ POINT 5","2022-11-14T05:34:23Z","Product 1","Black","XXL","Madame","Article8","Ref3","Style8","check2","att2"
"2021-03-30T02:24:03Z","Event ID 6","POS Transaction ID 2","EPC 4","SiteCode12","READ POINT 1","2022-09-10T01:40:50Z","Product 4","Green","M","Puma","Article2","Ref8","Style8","check1","att3"
"2021-06-24T00:39:19Z","Event ID 9","POS Transaction ID 3","EPC 1","SiteCode4","READ POINT 4","2023-01-16T19:56:29Z","Product 2","Yellow","S","Lee Cooper","Article3","Ref3","Style3","check3","att3"
"2021-01-09T23:45:18Z","Event ID 9","POS Transaction ID 2","EPC 2","SiteCode2","READ POINT 3","2022-12-14T08:19:54Z","Product 5","Black","XXXL","Madame","Article8","Ref4","Style6","check3","att3"
"2021-02-18T15:04:14Z","Event ID 6","POS Transaction ID 1","EPC 1","SiteCode2","READ POINT 1","2022-06-17T22:51:52Z","Product 4","Green","XXS","Bata","Artical4","Ref4","Style2","check1","att4"
"2023-02-22T01:22:31Z","Event ID 2","POS Transaction ID 6","EPC 1","SiteCode10","READ POINT 5","2022-11-01T01:43:59Z","Product 1","White","XXS","Lee Cooper","Article2","Ref7","Style8","check1","att3"
"2022-09-28T13:10:23Z","Event ID 7","POS Transaction ID 5","EPC 5","SiteCode12","READ POINT 4","2022-10-14T10:04:16Z","Product 1","Orange","XL","Puma","Article8","Ref2","Style4","check2","att3"
"2020-06-01T17:02:41Z","Event ID 4","POS Transaction ID 4","EPC 5","SiteCode12","READ POINT 1","2023-02-09T05:36:44Z","Product 3","Blue","XXXL","Bata","Article8","Ref3","Style4","check1","atts"
"2023-05-21T08:58:37Z","Event ID 7","POS Transaction ID 6","EPC 1","SiteCode15","READ POINT 3","2023-05-10T20:37:39Z","Product 5","White","XXXL","Puma","Article6","Ref7","Style6","check2","att2"
"2022-11-01T02:31:22Z","Event ID 1","POS Transaction ID 4","EPC 2","SiteCode2","READ POINT 2","2022-08-07T01:31:54Z","Product 5","Green","L","Adidas","Article2","Ref6","Style6","check2","att4"
"2022-07-14T11:48:02Z","Event ID 3","POS Transaction ID 3","EPC 3","SiteCode8","READ POINT 4","2023-06-14T07:38:41Z","Product 3","Pink","XXL","Nike","Article7","Ref3","Style7","check2","att3"
"2022-04-08T08:42:52Z","Event ID 2","POS Transaction ID 1","EPC 5","SiteCode14","READ POINT 2","2023-05-16T02:01:28Z","Product 3","Yellow","XXXL","Nike","Article8","Ref6","Style5","check3","att3"
"2021-01-22T03:29:23Z","Event ID 7","POS Transaction ID 1","EPC 2","SiteCode2","READ POINT 5","2022-08-10T17:12:56Z","Product 3","Green","L","Bata","Article5","Ref3","Style6","check1","att2"
"2022-01-28T19:28:40Z","Event ID 5","POS Transaction ID 2","EPC 5","SiteCode8","READ POINT 3","2022-12-10T03:09:55Z","Product 2","White","M","Adidas","Article2","Ref2","Style2","check2","att4"
"2020-11-02T14:02:30Z","Event ID 9","POS Transaction ID 5","EPC 3","SiteCode7","READ POINT 2","2022-11-13T19:20:34Z","Product 1","Yellow","XXS","Nike","Article8","Ref3","Style4","check3","att2"
"2021-11-10T23:24:40Z","Event ID 3","POS Transaction ID 5","EPC 5","SiteCode13","READ POINT 5","2022-07-01T08:30:00Z","Product 5","Black","XXL","Bata","Artical4","Ref7","Style2","check1","att2"
"2022-11-21T18:15:09Z","Event ID 4","POS Transaction ID 6","EPC 2","SiteCode1","READ POINT 5","2023-04-10T02:33:42Z","Product 1","Green","XS","Bata","Article7","Ref5","Style8","check2","att3"
"2020-06-03T18:55:16Z","Event ID 8","POS Transaction ID 3","EPC 1","SiteCode4","READ POINT 1","2022-12-31T13:32:02Z","Product 2","Orange","L","Nike","Article6","Ref2","Style8","check1","att2"
